0.000000000000000000e+00 2.224618196487426758e-01 4.921410232782363892e-01 5.081551671028137207e-01 5.004083514213562012e-01
1.000000000000000000e+00 2.319526672363281250e-01 4.921050667762756348e-01 5.109168887138366699e-01 5.020065903663635254e-01
2.000000000000000000e+00 2.529779672622680664e-01 4.870932847261428833e-01 5.138322710990905762e-01 5.036793351173400879e-01
3.000000000000000000e+00 2.780921757221221924e-01 4.832317978143692017e-01 5.169106721878051758e-01 5.053566694259643555e-01
4.000000000000000000e+00 2.307848185300827026e-01 4.792968481779098511e-01 5.202310681343078613e-01 5.070538520812988281e-01
5.000000000000000000e+00 2.380213588476181030e-01 4.776587635278701782e-01 5.238118171691894531e-01 5.088136792182922363e-01
6.000000000000000000e+00 2.370879501104354858e-01 4.725805670022964478e-01 5.277090668678283691e-01 5.106400847434997559e-01
7.000000000000000000e+00 2.260629981756210327e-01 4.669206887483596802e-01 5.319049954414367676e-01 5.125615596771240234e-01
8.000000000000000000e+00 2.306338846683502197e-01 4.593086540699005127e-01 5.364313721656799316e-01 5.145922899246215820e-01
9.000000000000000000e+00 2.169802337884902954e-01 4.527754634618759155e-01 5.413125157356262207e-01 5.167447328567504883e-01
1.000000000000000000e+01 2.140112221240997314e-01 4.472442567348480225e-01 5.465521812438964844e-01 5.190364122390747070e-01
1.100000000000000000e+01 2.007008045911788940e-01 4.435809552669525146e-01 5.522142648696899414e-01 5.215105414390563965e-01
1.200000000000000000e+01 1.877064555883407593e-01 4.369084835052490234e-01 5.583281517028808594e-01 5.241718888282775879e-01
1.300000000000000000e+01 1.913300156593322754e-01 4.253383874893188477e-01 5.649045109748840332e-01 5.270259976387023926e-01
1.400000000000000000e+01 1.829499155282974243e-01 4.189098477363586426e-01 5.720850229263305664e-01 5.301252007484436035e-01
1.500000000000000000e+01 1.679015904664993286e-01 4.133370518684387207e-01 5.798725485801696777e-01 5.334866046905517578e-01
1.600000000000000000e+01 1.462285071611404419e-01 4.012023657560348511e-01 5.883057713508605957e-01 5.371346473693847656e-01
1.700000000000000000e+01 1.616735011339187622e-01 3.946556299924850464e-01 5.974479913711547852e-01 5.410943031311035156e-01
1.800000000000000000e+01 1.548683494329452515e-01 3.874263763427734375e-01 6.073200106620788574e-01 5.453791022300720215e-01
1.900000000000000000e+01 1.677281409502029419e-01 3.826506137847900391e-01 6.179818511009216309e-01 5.500158071517944336e-01
2.000000000000000000e+01 1.340322792530059814e-01 3.629897683858871460e-01 6.294504404067993164e-01 5.550285577774047852e-01
