6.000000000000000000e+04 7.857142090797424316e-01 2.829967215657234192e-01 1.378299146890640259e-01 2.230727523565292358e-01
6.000100000000000000e+04 6.889423131942749023e-01 2.843934223055839539e-01 1.390475779771804810e-01 2.182079106569290161e-01
6.000200000000000000e+04 7.976382970809936523e-01 2.786521762609481812e-01 1.417531222105026245e-01 2.232939302921295166e-01
6.000300000000000000e+04 7.420976758003234863e-01 2.794620394706726074e-01 1.361851245164871216e-01 2.183034718036651611e-01
6.000400000000000000e+04 8.007418513298034668e-01 2.824895232915878296e-01 1.263391971588134766e-01 2.172211706638336182e-01
6.000500000000000000e+04 6.441814303398132324e-01 2.756883949041366577e-01 1.446028798818588257e-01 2.239376604557037354e-01
6.000600000000000000e+04 7.317470312118530273e-01 2.806795313954353333e-01 1.400186270475387573e-01 2.198637276887893677e-01
6.000700000000000000e+04 7.273117899894714355e-01 2.780835032463073730e-01 1.242512688040733337e-01 2.210840284824371338e-01
6.000800000000000000e+04 7.483446598052978516e-01 2.798235192894935608e-01 1.483226120471954346e-01 2.206314951181411743e-01
6.000900000000000000e+04 7.739036679267883301e-01 2.812422141432762146e-01 1.284700334072113037e-01 2.229637503623962402e-01
6.001000000000000000e+04 7.627241015434265137e-01 2.775863260030746460e-01 1.472417563199996948e-01 2.187711596488952637e-01
6.001100000000000000e+04 7.103207111358642578e-01 2.839672565460205078e-01 1.271538436412811279e-01 2.160301655530929565e-01
6.001200000000000000e+04 8.651643395423889160e-01 2.811965644359588623e-01 1.476863175630569458e-01 2.136846631765365601e-01
6.001300000000000000e+04 6.555361151695251465e-01 2.833245322108268738e-01 1.300709098577499390e-01 2.153817713260650635e-01
6.001400000000000000e+04 7.719599604606628418e-01 2.785894498229026794e-01 1.607959270477294922e-01 2.176950275897979736e-01
6.001500000000000000e+04 7.304958105087280273e-01 2.818686962127685547e-01 1.187628731131553650e-01 2.221536487340927124e-01
6.001600000000000000e+04 8.403241634368896484e-01 2.828777208924293518e-01 1.456119865179061890e-01 2.151599377393722534e-01
6.001700000000000000e+04 7.319508790969848633e-01 2.780836746096611023e-01 1.341105252504348755e-01 2.171022742986679077e-01
6.001800000000000000e+04 8.107101321220397949e-01 2.792818099260330200e-01 1.553981751203536987e-01 2.203069925308227539e-01
6.001900000000000000e+04 6.771090030670166016e-01 2.839304879307746887e-01 1.318197697401046753e-01 2.186393737792968750e-01
6.002000000000000000e+04 7.383715510368347168e-01 2.819113284349441528e-01 1.467660665512084961e-01 2.184354215860366821e-01
6.002100000000000000e+04 7.044788599014282227e-01 2.809753790497779846e-01 1.588928848505020142e-01 2.177462130784988403e-01
6.002200000000000000e+04 6.791877746582031250e-01 2.805712595582008362e-01 1.313884854316711426e-01 2.208390384912490845e-01
6.002300000000000000e+04 7.957240343093872070e-01 2.812804952263832092e-01 1.370661109685897827e-01 2.180692851543426514e-01
6.002400000000000000e+04 7.925133705139160156e-01 2.859195545315742493e-01 1.606299728155136108e-01 2.162635624408721924e-01
6.002500000000000000e+04 8.050907254219055176e-01 2.802240550518035889e-01 1.212497502565383911e-01 2.211270332336425781e-01
6.002600000000000000e+04 8.407394289970397949e-01 2.820399999618530273e-01 1.470065414905548096e-01 2.217167019844055176e-01
6.002700000000000000e+04 7.023659944534301758e-01 2.818894982337951660e-01 1.333633065223693848e-01 2.167070060968399048e-01
6.002800000000000000e+04 8.325711488723754883e-01 2.780106663703918457e-01 1.504696607589721680e-01 2.194298207759857178e-01
6.002900000000000000e+04 7.005807757377624512e-01 2.800339907407760620e-01 1.358428597450256348e-01 2.210538387298583984e-01
6.003000000000000000e+04 7.328432798385620117e-01 2.831887975335121155e-01 1.464170962572097778e-01 2.185789048671722412e-01
6.003100000000000000e+04 7.539181113243103027e-01 2.851243317127227783e-01 1.356099694967269897e-01 2.170495390892028809e-01
6.003200000000000000e+04 7.932876348495483398e-01 2.825043052434921265e-01 1.585983037948608398e-01 2.155555635690689087e-01
6.003300000000000000e+04 7.577251791954040527e-01 2.829250916838645935e-01 1.337438523769378662e-01 2.183266729116439819e-01
6.003400000000000000e+04 6.953102350234985352e-01 2.816343605518341064e-01 1.377416402101516724e-01 2.209821492433547974e-01
6.003500000000000000e+04 8.436874747276306152e-01 2.834662124514579773e-01 1.382181793451309204e-01 2.150020748376846313e-01
6.003600000000000000e+04 8.044388890266418457e-01 2.815833762288093567e-01 1.291158646345138550e-01 2.148080617189407349e-01
6.003700000000000000e+04 7.427787780761718750e-01 2.801221609115600586e-01 1.485858112573623657e-01 2.152454406023025513e-01
6.003800000000000000e+04 7.859810590744018555e-01 2.775778993964195251e-01 1.552193611860275269e-01 2.151200920343399048e-01
6.003900000000000000e+04 8.387396931648254395e-01 2.785016000270843506e-01 1.190060451626777649e-01 2.204984277486801147e-01
6.004000000000000000e+04 7.414500117301940918e-01 2.805390208959579468e-01 1.335270255804061890e-01 2.190052717924118042e-01
6.004100000000000000e+04 8.351212739944458008e-01 2.793442979454994202e-01 1.404842883348464966e-01 2.171484231948852539e-01
6.004200000000000000e+04 7.137976288795471191e-01 2.834040224552154541e-01 1.416251957416534424e-01 2.134515792131423950e-01
